,player_type,player,result
56,approx q learning,0,win via score
57,approx q learning,0,win via score
58,"smart 2: 0, 0.6",3,win via score
59,"smart 2: 0, 0.4",1,win via score
60,"smart 2: 0, 0.4",1,win via score
61,approx q learning,0,win via score
62,"smart 2: 0, 0.6",3,win via score
63,"smart 2: 2, 0.6",2,win via score
64,approx q learning,0,win via score
65,approx q learning,0,win via score
66,"smart 2: 0, 0.6",3,win via elim
67,approx q learning,0,win via score
68,approx q learning,0,win via score
69,"smart 2: 0, 0.6",3,win via elim
70,approx q learning,0,win via score
71,"smart 2: 2, 0.6",2,win via score
72,"smart 2: 2, 0.6",2,win via score
73,approx q learning,0,win via score
74,"smart 2: 0, 0.4",1,win via score
75,"smart 2: 0, 0.4",1,win via score
76,approx q learning,0,win via score
77,approx q learning,0,win via score
78,approx q learning,0,win via score
79,"smart 2: 0, 0.6",3,win via score
80,approx q learning,0,win via score
81,"smart 2: 0, 0.6",3,win via score
82,"smart 2: 0, 0.6",3,win via score
83,"smart 2: 0, 0.6",3,win via score
84,"smart 2: 0, 0.4",1,win via score
85,approx q learning,0,win via score
86,"smart 2: 0, 0.6",3,win via score
87,approx q learning,0,win via score
88,approx q learning,0,win via score
89,"smart 2: 2, 0.6",2,win via score
90,approx q learning,0,win via score
91,approx q learning,0,win via score
92,"smart 2: 2, 0.6",2,win via score
93,"smart 2: 2, 0.6",2,win via elim
94,approx q learning,0,win via score
95,"smart 2: 0, 0.4",1,win via score
96,"smart 2: 2, 0.6",2,win via score
97,"smart 2: 2, 0.6",2,win via score
98,"smart 2: 2, 0.6",2,win via score
99,approx q learning,0,win via score
100,"smart 2: 0, 0.6",3,win via score
101,approx q learning,0,win via elim
102,approx q learning,0,win via elim
103,"smart 2: 0, 0.6",3,win via score
104,approx q learning,0,win via score
105,"smart 2: 0, 0.6",3,win via score
106,"smart 2: 0, 0.4",1,win via score
107,approx q learning,0,win via score
108,"smart 2: 0, 0.6",3,win via elim
109,"smart 2: 2, 0.6",2,win via score
110,"smart 2: 0, 0.6",3,win via score
111,"smart 2: 0, 0.4",1,win via score
112,"smart 2: 0, 0.6",3,win via score
113,approx q learning,0,win via elim
114,"smart 2: 0, 0.4",1,win via score
115,approx q learning,0,win via score
116,approx q learning,0,win via score
117,approx q learning,0,win via score
118,"smart 2: 0, 0.6",3,win via score
119,"smart 2: 0, 0.6",3,win via score
120,"smart 2: 0, 0.4",1,win via score
121,approx q learning,0,win via score
122,approx q learning,0,win via score
123,approx q learning,0,win via score
124,"smart 2: 0, 0.6",3,win via score
125,approx q learning,0,win via score
126,"smart 2: 0, 0.6",3,win via score
127,"smart 2: 0, 0.6",3,win via score
128,"smart 2: 2, 0.6",2,win via score
129,approx q learning,0,win via score
130,"smart 2: 0, 0.4",1,win via score
131,"smart 2: 2, 0.6",2,win via score
132,"smart 2: 2, 0.6",2,win via score
133,"smart 2: 0, 0.4",1,win via score
134,"smart 2: 0, 0.4",1,win via score
135,"smart 2: 2, 0.6",2,win via score
136,"smart 2: 0, 0.6",3,win via score
137,approx q learning,0,win via score
138,"smart 2: 2, 0.6",2,win via score
139,"smart 2: 2, 0.6",2,win via score
140,approx q learning,0,win via score
141,"smart 2: 2, 0.6",2,win via score
142,approx q learning,0,win via score
143,"smart 2: 0, 0.4",1,win via score
144,"smart 2: 0, 0.6",3,win via score
145,"smart 2: 2, 0.6",2,win via score
146,approx q learning,0,win via score
147,"smart 2: 0, 0.6",3,win via score
148,approx q learning,0,win via elim
149,"smart 2: 0, 0.6",3,win via score
150,"smart 2: 0, 0.4",1,win via score
151,"smart 2: 0, 0.4",1,win via elim
152,"smart 2: 0, 0.4",1,win via score
153,"smart 2: 0, 0.6",3,win via score
154,approx q learning,0,win via score
155,approx q learning,0,win via score
156,"smart 2: 2, 0.6",2,win via score
157,approx q learning,0,win via score
158,"smart 2: 2, 0.6",2,win via score
159,approx q learning,0,win via score
160,approx q learning,0,win via score
161,approx q learning,0,win via score
162,"smart 2: 2, 0.6",2,win via score
163,approx q learning,0,win via score
164,"smart 2: 2, 0.6",2,win via score
165,"smart 2: 0, 0.6",3,win via score
166,approx q learning,0,win via score
167,"smart 2: 0, 0.6",3,win via score
168,approx q learning,0,win via score
169,approx q learning,0,win via score
170,"smart 2: 2, 0.6",2,win via elim
171,approx q learning,0,win via score
172,"smart 2: 2, 0.6",2,win via score
173,approx q learning,0,win via score
174,"smart 2: 0, 0.4",1,win via score
175,"smart 2: 0, 0.6",3,win via elim
176,"smart 2: 2, 0.6",2,win via score
177,"smart 2: 2, 0.6",2,win via score
178,"smart 2: 0, 0.6",3,win via elim
179,"smart 2: 2, 0.6",2,win via score
180,approx q learning,0,win via score
181,approx q learning,0,win via score
182,"smart 2: 0, 0.6",3,win via score
183,"smart 2: 2, 0.6",2,win via score
184,"smart 2: 2, 0.6",2,win via score
185,"smart 2: 2, 0.6",2,win via score
186,"smart 2: 2, 0.6",2,win via score
187,"smart 2: 0, 0.6",3,win via score
188,"smart 2: 0, 0.4",1,win via score
189,"smart 2: 0, 0.6",3,win via score
190,"smart 2: 0, 0.4",1,win via score
191,"smart 2: 2, 0.6",2,win via score
192,approx q learning,0,win via score
193,approx q learning,0,win via score
194,"smart 2: 2, 0.6",2,win via score
195,"smart 2: 2, 0.6",2,win via score
196,approx q learning,0,win via score
197,"smart 2: 2, 0.6",2,win via score
198,approx q learning,0,win via score
199,approx q learning,0,win via score
200,approx q learning,0,win via score
201,"smart 2: 2, 0.6",2,win via score
202,"smart 2: 0, 0.6",3,win via score
203,"smart 2: 2, 0.6",2,win via score
204,"smart 2: 0, 0.4",1,win via score
205,approx q learning,0,win via score
206,"smart 2: 0, 0.6",3,win via score
207,"smart 2: 0, 0.4",1,win via score
208,"smart 2: 2, 0.6",2,win via score
209,"smart 2: 2, 0.6",2,win via score
210,"smart 2: 0, 0.6",3,win via elim
211,"smart 2: 0, 0.4",1,win via score
212,"smart 2: 0, 0.6",3,win via score
213,"smart 2: 2, 0.6",2,win via score
214,approx q learning,0,win via score
215,"smart 2: 0, 0.6",3,win via elim
216,"smart 2: 0, 0.6",3,win via score
217,"smart 2: 0, 0.6",3,win via score
218,approx q learning,0,win via score
219,"smart 2: 2, 0.6",2,win via score
220,"smart 2: 0, 0.6",3,win via elim
221,approx q learning,0,win via score
222,"smart 2: 0, 0.4",1,win via score
223,approx q learning,0,win via score
224,"smart 2: 0, 0.6",3,win via score
225,approx q learning,0,win via score
226,"smart 2: 2, 0.6",2,win via score
227,approx q learning,0,win via score
228,"smart 2: 0, 0.6",3,win via score
229,approx q learning,0,win via score
230,"smart 2: 2, 0.6",2,win via score
231,"smart 2: 2, 0.6",2,win via score
232,"smart 2: 0, 0.6",3,win via elim
233,"smart 2: 2, 0.6",2,win via score
234,"smart 2: 0, 0.6",3,win via score
235,"smart 2: 2, 0.6",2,win via score
236,approx q learning,0,win via score
237,"smart 2: 2, 0.6",2,win via elim
238,"smart 2: 0, 0.4",1,win via elim
239,approx q learning,0,win via score
240,"smart 2: 2, 0.6",2,win via elim
241,"smart 2: 0, 0.6",3,win via score
242,"smart 2: 0, 0.4",1,win via elim
243,"smart 2: 2, 0.6",2,win via score
244,approx q learning,0,win via elim
245,approx q learning,0,win via score
246,"smart 2: 0, 0.6",3,win via elim
247,"smart 2: 2, 0.6",2,win via score
248,approx q learning,0,win via score
249,approx q learning,0,win via score
250,"smart 2: 2, 0.6",2,win via score
251,"smart 2: 0, 0.6",3,win via score
252,"smart 2: 2, 0.6",2,win via score
253,approx q learning,0,win via score
254,"smart 2: 0, 0.4",1,win via score
255,"smart 2: 0, 0.6",3,win via elim
256,"smart 2: 2, 0.6",2,win via score
257,"smart 2: 2, 0.6",2,win via score
258,"smart 2: 0, 0.6",3,win via score
259,"smart 2: 0, 0.4",1,win via score
260,approx q learning,0,win via score
261,approx q learning,0,win via score
262,approx q learning,0,win via score
263,approx q learning,0,win via score
264,"smart 2: 0, 0.4",1,win via score
265,"smart 2: 0, 0.4",1,win via score
266,approx q learning,0,win via elim
267,"smart 2: 0, 0.6",3,win via score
268,"smart 2: 2, 0.6",2,win via elim
269,"smart 2: 0, 0.4",1,win via score
270,approx q learning,0,win via score
271,"smart 2: 0, 0.4",1,win via score
272,approx q learning,0,win via score
273,"smart 2: 0, 0.6",3,win via score
274,approx q learning,0,win via score
275,"smart 2: 0, 0.6",3,win via score
276,"smart 2: 2, 0.6",2,win via score
277,"smart 2: 0, 0.4",1,win via score
278,approx q learning,0,win via score
279,approx q learning,0,win via score
280,"smart 2: 0, 0.4",1,win via score
281,"smart 2: 2, 0.6",2,win via score
282,"smart 2: 0, 0.4",1,win via score
283,"smart 2: 2, 0.6",2,win via elim
284,approx q learning,0,win via elim
285,approx q learning,0,win via score
286,"smart 2: 2, 0.6",2,win via score
287,"smart 2: 2, 0.6",2,win via score
288,"smart 2: 2, 0.6",2,win via score
289,"smart 2: 2, 0.6",2,win via score
290,"smart 2: 0, 0.6",3,win via score
291,approx q learning,0,win via elim
292,"smart 2: 2, 0.6",2,win via score
293,approx q learning,0,win via score
294,approx q learning,0,win via score
295,"smart 2: 0, 0.6",3,win via score
296,"smart 2: 2, 0.6",2,win via score
297,"smart 2: 2, 0.6",2,win via score
298,"smart 2: 0, 0.4",1,win via score
299,approx q learning,0,win via elim
300,approx q learning,0,win via score
301,"smart 2: 0, 0.6",3,win via score
302,"smart 2: 0, 0.6",3,win via score
303,"smart 2: 0, 0.6",3,win via score
304,"smart 2: 2, 0.6",2,win via score
305,approx q learning,0,win via score
306,"smart 2: 0, 0.6",3,win via elim
307,"smart 2: 0, 0.4",1,win via score
308,approx q learning,0,win via score
309,"smart 2: 0, 0.6",3,win via score
310,approx q learning,0,win via score
311,"smart 2: 0, 0.4",1,win via score
312,"smart 2: 0, 0.6",3,win via score
313,"smart 2: 0, 0.4",1,win via score
314,"smart 2: 0, 0.6",3,win via score
315,approx q learning,0,win via score
316,"smart 2: 0, 0.6",3,win via score
317,"smart 2: 2, 0.6",2,win via score
318,approx q learning,0,win via score
319,approx q learning,0,win via score
320,"smart 2: 0, 0.4",1,win via score
321,"smart 2: 2, 0.6",2,win via score
322,approx q learning,0,win via score
323,approx q learning,0,win via score
324,approx q learning,0,win via score
325,"smart 2: 2, 0.6",2,win via elim
326,approx q learning,0,win via score
327,"smart 2: 0, 0.4",1,win via score
328,approx q learning,0,win via score
329,"smart 2: 0, 0.4",1,win via score
330,"smart 2: 0, 0.4",1,win via score
331,"smart 2: 0, 0.4",1,win via score
332,"smart 2: 0, 0.4",1,win via score
333,approx q learning,0,win via score
334,"smart 2: 2, 0.6",2,win via score
335,"smart 2: 0, 0.6",3,win via score
336,"smart 2: 0, 0.4",1,win via score
337,approx q learning,0,win via score
338,"smart 2: 0, 0.6",3,win via elim
339,approx q learning,0,win via score
340,"smart 2: 0, 0.4",1,win via score
341,approx q learning,0,win via score
342,"smart 2: 2, 0.6",2,win via score
343,"smart 2: 0, 0.6",3,win via score
344,"smart 2: 0, 0.6",3,win via elim
345,"smart 2: 0, 0.4",1,win via score
346,"smart 2: 2, 0.6",2,win via score
347,"smart 2: 2, 0.6",2,win via score
348,"smart 2: 2, 0.6",2,win via score
349,"smart 2: 0, 0.6",3,win via score
350,"smart 2: 0, 0.6",3,win via score
351,"smart 2: 0, 0.6",3,win via score
352,approx q learning,0,win via score
353,approx q learning,0,win via score
354,approx q learning,0,win via score
355,"smart 2: 0, 0.4",1,win via score
356,"smart 2: 2, 0.6",2,win via elim
357,"smart 2: 0, 0.6",3,win via score
358,approx q learning,0,win via score
359,approx q learning,0,win via score
360,approx q learning,0,win via score
361,approx q learning,0,win via score
362,approx q learning,0,win via score
363,approx q learning,0,win via score
364,"smart 2: 0, 0.4",1,win via score
365,"smart 2: 2, 0.6",2,win via score
366,"smart 2: 0, 0.6",3,win via score
367,approx q learning,0,win via score
368,"smart 2: 2, 0.6",2,win via score
369,"smart 2: 0, 0.4",1,win via score
370,"smart 2: 0, 0.4",1,win via score
371,"smart 2: 0, 0.6",3,win via score
372,"smart 2: 2, 0.6",2,win via score
373,"smart 2: 0, 0.6",3,win via elim
374,"smart 2: 0, 0.4",1,win via score
375,approx q learning,0,win via score
376,"smart 2: 2, 0.6",2,win via score
377,approx q learning,0,win via score
378,"smart 2: 2, 0.6",2,win via elim
379,approx q learning,0,win via score
380,approx q learning,0,win via score
381,approx q learning,0,win via score
382,approx q learning,0,win via score
383,"smart 2: 0, 0.6",3,win via elim
384,"smart 2: 0, 0.6",3,win via score
385,"smart 2: 0, 0.4",1,win via score
386,approx q learning,0,win via score
387,"smart 2: 2, 0.6",2,win via score
388,"smart 2: 0, 0.4",1,win via score
389,approx q learning,0,win via score
390,"smart 2: 0, 0.6",3,win via score
391,"smart 2: 0, 0.4",1,win via score
392,"smart 2: 0, 0.4",1,win via score
393,"smart 2: 0, 0.6",3,win via score
394,"smart 2: 0, 0.4",1,win via score
395,approx q learning,0,win via score
396,"smart 2: 0, 0.6",3,win via score
397,"smart 2: 0, 0.6",3,win via score
398,approx q learning,0,win via score
399,"smart 2: 2, 0.6",2,win via score
400,approx q learning,0,win via score
401,"smart 2: 2, 0.6",2,win via score
402,"smart 2: 2, 0.6",2,win via score
403,"smart 2: 2, 0.6",2,win via score
404,"smart 2: 2, 0.6",2,win via elim
405,"smart 2: 0, 0.6",3,win via score
406,approx q learning,0,win via score
407,approx q learning,0,win via score
408,approx q learning,0,win via elim
409,"smart 2: 0, 0.6",3,win via elim
410,approx q learning,0,win via score
411,"smart 2: 0, 0.6",3,win via score
412,approx q learning,0,win via score
413,"smart 2: 0, 0.6",3,win via elim
414,approx q learning,0,win via score
415,"smart 2: 0, 0.6",3,win via score
416,approx q learning,0,win via elim
417,approx q learning,0,win via score
418,"smart 2: 2, 0.6",2,win via score
419,approx q learning,0,win via score
420,"smart 2: 0, 0.4",1,win via score
421,"smart 2: 2, 0.6",2,win via score
422,"smart 2: 0, 0.6",3,win via score
423,"smart 2: 2, 0.6",2,win via score
424,approx q learning,0,win via score
425,"smart 2: 0, 0.4",1,win via score
426,approx q learning,0,win via score
427,approx q learning,0,win via elim
428,"smart 2: 0, 0.4",1,win via score
429,"smart 2: 0, 0.4",1,win via score
430,approx q learning,0,win via score
431,approx q learning,0,win via score
432,approx q learning,0,win via score
433,"smart 2: 2, 0.6",2,win via score
434,"smart 2: 0, 0.4",1,win via score
435,"smart 2: 2, 0.6",2,win via score
436,"smart 2: 2, 0.6",2,win via score
437,approx q learning,0,win via score
438,"smart 2: 2, 0.6",2,win via score
439,approx q learning,0,win via score
440,approx q learning,0,win via score
441,approx q learning,0,win via score
442,"smart 2: 0, 0.6",3,win via score
443,approx q learning,0,win via score
444,"smart 2: 0, 0.6",3,win via score
445,approx q learning,0,win via score
446,"smart 2: 2, 0.6",2,win via score
447,approx q learning,0,win via score
448,approx q learning,0,win via score
449,approx q learning,0,win via score
450,"smart 2: 0, 0.4",1,win via score
451,approx q learning,0,win via score
452,"smart 2: 0, 0.6",3,win via score
453,"smart 2: 2, 0.6",2,win via score
454,approx q learning,0,win via elim
455,approx q learning,0,win via score
456,"smart 2: 0, 0.4",1,win via score
457,"smart 2: 0, 0.6",3,win via score
458,approx q learning,0,win via elim
459,approx q learning,0,win via elim
460,approx q learning,0,win via score
461,approx q learning,0,win via score
462,"smart 2: 2, 0.6",2,win via score
463,approx q learning,0,win via score
464,"smart 2: 2, 0.6",2,win via score
465,approx q learning,0,win via score
466,approx q learning,0,win via score
467,"smart 2: 2, 0.6",2,win via score
468,approx q learning,0,win via score
469,"smart 2: 2, 0.6",2,win via score
470,"smart 2: 0, 0.6",3,win via score
471,"smart 2: 2, 0.6",2,win via score
472,"smart 2: 0, 0.6",3,win via score
473,approx q learning,0,win via score
474,approx q learning,0,win via score
475,"smart 2: 2, 0.6",2,win via score
476,"smart 2: 0, 0.4",1,win via score
477,"smart 2: 0, 0.6",3,win via score
478,"smart 2: 0, 0.6",3,win via score
479,"smart 2: 0, 0.4",1,win via score
480,approx q learning,0,win via score
481,approx q learning,0,win via score
482,"smart 2: 0, 0.6",3,win via score
483,"smart 2: 2, 0.6",2,win via score
484,"smart 2: 0, 0.4",1,win via score
485,"smart 2: 2, 0.6",2,win via score
486,approx q learning,0,win via score
487,"smart 2: 0, 0.6",3,win via score
488,"smart 2: 2, 0.6",2,win via score
489,"smart 2: 2, 0.6",2,win via score
490,"smart 2: 2, 0.6",2,win via score
491,"smart 2: 0, 0.6",3,win via score
492,"smart 2: 0, 0.6",3,win via score
493,approx q learning,0,win via score
494,approx q learning,0,win via score
495,"smart 2: 0, 0.6",3,win via score
496,"smart 2: 2, 0.6",2,win via score
497,"smart 2: 0, 0.6",3,win via score
498,"smart 2: 2, 0.6",2,win via score
499,approx q learning,0,win via score
500,"smart 2: 0, 0.4",1,win via score
501,approx q learning,0,win via score
502,approx q learning,0,win via elim
503,approx q learning,0,win via score
504,"smart 2: 2, 0.6",2,win via score
505,"smart 2: 2, 0.6",2,win via score
506,approx q learning,0,win via elim
507,"smart 2: 2, 0.6",2,win via score
508,"smart 2: 2, 0.6",2,win via score
509,approx q learning,0,win via score
510,approx q learning,0,win via elim
511,approx q learning,0,win via score
512,approx q learning,0,win via score
513,"smart 2: 0, 0.6",3,win via score
514,approx q learning,0,win via score
515,approx q learning,0,win via score
516,"smart 2: 2, 0.6",2,win via score
517,"smart 2: 2, 0.6",2,win via score
518,"smart 2: 2, 0.6",2,win via score
519,"smart 2: 2, 0.6",2,win via score
520,approx q learning,0,win via score
521,approx q learning,0,win via score
522,approx q learning,0,win via score
523,"smart 2: 0, 0.6",3,win via score
524,"smart 2: 2, 0.6",2,win via score
525,approx q learning,0,win via score
526,"smart 2: 0, 0.4",1,win via score
527,"smart 2: 0, 0.6",3,win via score
528,"smart 2: 2, 0.6",2,win via score
529,approx q learning,0,win via score
530,"smart 2: 0, 0.4",1,win via score
531,approx q learning,0,win via score
532,"smart 2: 0, 0.4",1,win via score
533,approx q learning,0,win via score
534,"smart 2: 2, 0.6",2,win via score
535,"smart 2: 2, 0.6",2,win via elim
536,"smart 2: 2, 0.6",2,win via score
537,"smart 2: 0, 0.4",1,win via score
538,"smart 2: 0, 0.6",3,win via score
539,"smart 2: 0, 0.4",1,win via score
540,"smart 2: 0, 0.4",1,win via score
541,approx q learning,0,win via score
542,"smart 2: 0, 0.4",1,win via score
543,"smart 2: 2, 0.6",2,win via elim
544,"smart 2: 2, 0.6",2,win via score
545,approx q learning,0,win via score
546,"smart 2: 2, 0.6",2,win via score
547,approx q learning,0,win via score
548,approx q learning,0,win via score
549,"smart 2: 0, 0.4",1,win via score
550,approx q learning,0,win via score
551,"smart 2: 2, 0.6",2,win via score
552,"smart 2: 0, 0.6",3,win via elim
553,approx q learning,0,win via score
554,approx q learning,0,win via score
555,"smart 2: 0, 0.6",3,win via score
556,"smart 2: 0, 0.6",3,win via score
557,"smart 2: 0, 0.4",1,win via score
558,approx q learning,0,win via score
559,"smart 2: 0, 0.4",1,win via score
560,"smart 2: 0, 0.4",1,win via score
561,"smart 2: 2, 0.6",2,win via score
562,"smart 2: 0, 0.4",1,win via score
563,approx q learning,0,win via score
564,approx q learning,0,win via elim
565,"smart 2: 0, 0.4",1,win via score
566,approx q learning,0,win via score
567,approx q learning,0,win via elim
568,"smart 2: 2, 0.6",2,win via score
569,approx q learning,0,win via score
570,"smart 2: 2, 0.6",2,win via score
571,"smart 2: 0, 0.4",1,win via score
572,"smart 2: 2, 0.6",2,win via score
573,approx q learning,0,win via score
574,approx q learning,0,win via score
575,"smart 2: 2, 0.6",2,win via score
576,"smart 2: 0, 0.4",1,win via score
577,"smart 2: 0, 0.6",3,win via score
578,"smart 2: 0, 0.4",1,win via score
579,approx q learning,0,win via elim
580,"smart 2: 0, 0.6",3,win via elim
581,"smart 2: 2, 0.6",2,win via score
582,"smart 2: 0, 0.6",3,win via score
583,"smart 2: 0, 0.6",3,win via score
584,"smart 2: 2, 0.6",2,win via elim
585,approx q learning,0,win via score
586,"smart 2: 0, 0.4",1,win via score
587,"smart 2: 0, 0.6",3,win via score
588,"smart 2: 0, 0.4",1,win via score
589,"smart 2: 2, 0.6",2,win via score
590,approx q learning,0,win via score
591,"smart 2: 2, 0.6",2,win via elim
592,"smart 2: 0, 0.4",1,win via score
593,"smart 2: 0, 0.4",1,win via score
594,"smart 2: 0, 0.4",1,win via elim
595,"smart 2: 2, 0.6",2,win via elim
596,approx q learning,0,win via elim
597,"smart 2: 0, 0.4",1,win via score
598,approx q learning,0,win via score
599,"smart 2: 0, 0.6",3,win via score
600,approx q learning,0,win via score
601,approx q learning,0,win via score
602,approx q learning,0,win via score
603,approx q learning,0,win via elim
604,"smart 2: 2, 0.6",2,win via score
605,approx q learning,0,win via score
606,"smart 2: 0, 0.6",3,win via score
607,approx q learning,0,win via score
608,approx q learning,0,win via score
609,"smart 2: 2, 0.6",2,win via elim
610,approx q learning,0,win via score
611,approx q learning,0,win via score
612,"smart 2: 0, 0.4",1,win via elim
613,"smart 2: 0, 0.6",3,win via score
614,"smart 2: 2, 0.6",2,win via score
615,"smart 2: 0, 0.6",3,win via elim
616,"smart 2: 2, 0.6",2,win via score
617,"smart 2: 2, 0.6",2,win via elim
618,"smart 2: 0, 0.4",1,win via elim
619,approx q learning,0,win via score
620,approx q learning,0,win via score
621,approx q learning,0,win via score
622,"smart 2: 2, 0.6",2,win via score
623,approx q learning,0,win via score
624,"smart 2: 0, 0.6",3,win via score
625,"smart 2: 2, 0.6",2,win via score
626,"smart 2: 0, 0.6",3,win via score
627,approx q learning,0,win via score
628,"smart 2: 0, 0.6",3,win via score
629,approx q learning,0,win via score
630,"smart 2: 0, 0.6",3,win via score
631,approx q learning,0,win via score
632,"smart 2: 2, 0.6",2,win via score
633,"smart 2: 0, 0.6",3,win via score
634,"smart 2: 2, 0.6",2,win via score
635,approx q learning,0,win via score
636,"smart 2: 2, 0.6",2,win via elim
637,"smart 2: 2, 0.6",2,win via score
638,"smart 2: 0, 0.6",3,win via score
639,"smart 2: 2, 0.6",2,win via score
640,approx q learning,0,win via score
641,"smart 2: 2, 0.6",2,win via score
642,"smart 2: 0, 0.6",3,win via score
643,approx q learning,0,win via score
644,"smart 2: 0, 0.4",1,win via score
645,"smart 2: 0, 0.4",1,win via score
646,approx q learning,0,win via score
647,"smart 2: 0, 0.6",3,win via score
648,approx q learning,0,win via score
649,"smart 2: 0, 0.4",1,win via elim
650,"smart 2: 0, 0.6",3,win via score
651,approx q learning,0,win via score
652,approx q learning,0,win via score
653,approx q learning,0,win via score
654,approx q learning,0,win via score
655,"smart 2: 2, 0.6",2,win via elim
656,"smart 2: 0, 0.4",1,win via score
657,"smart 2: 0, 0.6",3,win via score
658,"smart 2: 0, 0.4",1,win via score
659,approx q learning,0,win via score
660,"smart 2: 2, 0.6",2,win via score
661,"smart 2: 2, 0.6",2,win via score
662,"smart 2: 0, 0.6",3,win via score
663,approx q learning,0,win via score
664,"smart 2: 2, 0.6",2,win via score
665,approx q learning,0,win via score
666,"smart 2: 2, 0.6",2,win via score
667,approx q learning,0,win via score
668,"smart 2: 0, 0.6",3,win via score
669,approx q learning,0,win via score
670,"smart 2: 0, 0.6",3,win via score
671,"smart 2: 0, 0.6",3,win via score
672,approx q learning,0,win via score
673,"smart 2: 0, 0.4",1,win via score
674,"smart 2: 0, 0.4",1,win via score
675,"smart 2: 0, 0.4",1,win via score
676,approx q learning,0,win via score
677,approx q learning,0,win via elim
678,"smart 2: 0, 0.6",3,win via score
679,approx q learning,0,win via score
680,"smart 2: 0, 0.4",1,win via score
681,approx q learning,0,win via score
682,"smart 2: 0, 0.4",1,win via score
683,approx q learning,0,win via score
684,approx q learning,0,win via score
685,"smart 2: 0, 0.6",3,win via score
686,"smart 2: 2, 0.6",2,win via score
687,approx q learning,0,win via score
688,"smart 2: 0, 0.4",1,win via score
689,approx q learning,0,win via score
690,approx q learning,0,win via score
691,"smart 2: 2, 0.6",2,win via score
692,approx q learning,0,win via score
693,"smart 2: 0, 0.6",3,win via score
694,"smart 2: 0, 0.4",1,win via score
695,"smart 2: 2, 0.6",2,win via score
696,"smart 2: 2, 0.6",2,win via score
697,"smart 2: 0, 0.6",3,win via score
698,approx q learning,0,win via score
699,"smart 2: 2, 0.6",2,win via score
700,"smart 2: 0, 0.4",1,win via score
701,"smart 2: 2, 0.6",2,win via score
702,"smart 2: 0, 0.6",3,win via score
703,approx q learning,0,win via score
704,"smart 2: 2, 0.6",2,win via score
705,approx q learning,0,win via score
706,approx q learning,0,win via score
707,approx q learning,0,win via elim
708,approx q learning,0,win via score
709,approx q learning,0,win via score
710,"smart 2: 0, 0.6",3,win via score
711,approx q learning,0,win via score
712,approx q learning,0,win via score
713,approx q learning,0,win via score
714,"smart 2: 0, 0.6",3,win via score
715,approx q learning,0,win via score
716,"smart 2: 0, 0.6",3,win via score
717,"smart 2: 0, 0.6",3,win via score
718,approx q learning,0,win via score
719,"smart 2: 2, 0.6",2,win via score
720,"smart 2: 2, 0.6",2,win via score
721,approx q learning,0,win via score
722,"smart 2: 0, 0.6",3,win via score
723,"smart 2: 2, 0.6",2,win via score
724,"smart 2: 2, 0.6",2,win via score
725,approx q learning,0,win via score
726,"smart 2: 2, 0.6",2,win via score
727,"smart 2: 2, 0.6",2,win via score
728,"smart 2: 2, 0.6",2,win via score
729,approx q learning,0,win via score
730,"smart 2: 0, 0.6",3,win via score
731,"smart 2: 0, 0.6",3,win via score
732,"smart 2: 0, 0.6",3,win via score
